date,open,high,low,close,adj_close,volume,Stockname,Open_USD,High_USD,Low_USD,Close_USD,Adj_Close_USD
24/5/2019,43800,43800,42400,42700,42700,13966305,005930.ks,36.88882699,36.88882699,35.70973206,35.96239526,35.96239526
27/5/2019,42500,43000,42350,42650,42650,8066669,005930.ks,35.86803331,36.29001017,35.74144025,35.99462637,35.99462637
28/5/2019,42550,42950,42150,42550,42550,24506881,005930.ks,35.8089466,36.14557595,35.47231726,35.8089466,35.8089466
29/5/2019,41850,42100,41300,41800,41800,14930618,005930.ks,35.01677042,35.22595065,34.55657391,34.97493437,34.97493437
30/5/2019,42200,42700,42150,42550,42550,11766018,005930.ks,35.43479868,35.85464226,35.39281432,35.72868919,35.72868919
31/5/2019,42600,42800,42150,42500,42500,11365999,005930.ks,35.76217901,35.93007656,35.38440951,35.67823023,35.67823023
3/6/2019,42950,43900,42500,43800,43800,15466580,005930.ks,36.2987457,37.10162832,35.91843288,37.01711436,37.01711436
4/6/2019,43400,43700,43000,43450,43450,9913497,005930.ks,36.6661357,36.91958825,36.32819896,36.70837779,36.70837779
5/6/2019,44050,44200,43700,43900,43900,12464135,005930.ks,37.44314861,37.57065082,37.14564346,37.3156464,37.3156464
7/6/2019,43600,44350,43450,44200,44200,11683682,005930.ks,36.78307464,37.41581102,36.65652737,37.28926374,37.28926374
10/6/2019,44300,44850,44050,44800,44800,8792182,005930.ks,37.36857702,37.83252097,37.1576934,37.79034425,37.79034425
11/6/2019,44800,45000,44550,44850,44850,6664872,005930.ks,37.91727727,38.08655083,37.70568532,37.95959566,37.95959566
12/6/2019,44800,45050,44300,44600,44600,8607439,005930.ks,37.91797041,38.12956623,37.49477878,37.74869376,37.74869376
13/6/2019,44200,44400,43400,43750,43750,16906541,005930.ks,37.35560813,37.52463803,36.67948852,36.97529085,36.97529085
14/6/2019,43750,44150,43300,44000,44000,9322873,005930.ks,36.95589007,37.2937725,36.57577235,37.16706659,37.16706659
17/6/2019,43750,44050,43400,43900,43900,11890424,005930.ks,36.86386649,37.11664729,36.56895556,36.99025689,36.99025689
18/6/2019,43750,44500,43650,44350,44350,7994928,005930.ks,36.92260252,37.55556142,36.838208,37.42896964,37.42896964
19/6/2019,45450,45450,45000,45350,45350,10417690,005930.ks,38.62812258,38.62812258,38.24566592,38.54313221,38.54313221
20/6/2019,44850,45500,44850,45500,45500,7147785,005930.ks,38.64499524,39.20506763,38.64499524,39.20506763,39.20506763
21/6/2019,45750,45800,45200,45700,45700,9454913,005930.ks,39.38702536,39.43007129,38.91352013,39.34397943,39.34397943
24/6/2019,45200,45800,45200,45500,45500,6085066,005930.ks,39.08184281,39.60062833,39.08184281,39.34123557,39.34123557
25/6/2019,45200,45800,45200,45600,45600,7076774,005930.ks,39.16528567,39.68517884,39.16528567,39.51188112,39.51188112
26/6/2019,45800,46000,45600,45700,45700,9226097,005930.ks,39.63709763,39.8101854,39.46400987,39.55055375,39.55055375
27/6/2019,46000,46600,45750,46500,46500,12603534,005930.ks,39.83032777,40.34985378,39.6138586,40.26326611,40.26326611
28/6/2019,47000,47000,46700,47000,47000,12949231,005930.ks,40.66294142,40.66294142,40.40339073,40.66294142,40.66294142
1/7/2019,47350,47400,46250,46600,46600,11383522,005930.ks,40.76366374,40.80670879,39.81667261,40.11798797,40.11798797
2/7/2019,46200,46900,45850,46250,46250,8463073,005930.ks,39.6045058,40.20457407,39.30447167,39.64736782,39.64736782
3/7/2019,45750,46350,45200,45400,45400,9669368,005930.ks,39.10969766,39.62261173,38.63952643,38.81049779,38.81049779
4/7/2019,45250,46200,45250,46000,46000,6365573,005930.ks,38.70997567,39.52267129,38.70997567,39.35157748,39.35157748
5/7/2019,45950,45950,45250,45650,45650,7235395,005930.ks,39.24341831,39.24341831,38.64558604,38.98720448,38.98720448
8/7/2019,44750,44800,44350,44400,44400,7823843,005930.ks,37.96101946,38.00343401,37.62170309,37.66411763,37.66411763
9/7/2019,44850,45450,44700,45100,45100,7646421,005930.ks,37.92643674,38.43381382,37.79959247,38.13784385,38.13784385
10/7/2019,45550,46150,45500,45550,45550,9253930,005930.ks,38.56528399,39.07327895,38.52295108,38.56528399,38.56528399
11/7/2019,46350,46550,46150,46200,46200,10989751,005930.ks,39.50512828,39.6755927,39.33466387,39.37727997,39.37727997
12/7/2019,46350,46400,45800,46300,46300,5245804,005930.ks,39.31412387,39.35653393,38.84761323,39.27171381,39.27171381
15/7/2019,45950,46650,45750,46450,46450,4717226,005930.ks,38.96241911,39.55597065,38.79283296,39.3863845,39.3863845
16/7/2019,46450,46850,46300,46850,46850,7407824,005930.ks,39.40499263,39.74432518,39.27774292,39.74432518,39.74432518
17/7/2019,46150,46350,45950,46050,46050,5216602,005930.ks,39.07149274,39.24081665,38.90216883,38.98683078,38.98683078
18/7/2019,46450,46450,45650,46100,46100,5143554,005930.ks,39.42959207,39.42959207,38.75050329,39.13249073,39.13249073
19/7/2019,46650,46950,46600,46800,46800,8819393,005930.ks,39.70017133,39.95547789,39.65762023,39.82782461,39.82782461
22/7/2019,46800,47300,46600,47200,47200,9009109,005930.ks,39.75203357,40.17673478,39.58215308,40.09179454,40.09179454
23/7/2019,47350,47550,47050,47300,47300,9061381,005930.ks,40.1695912,40.33926212,39.91508481,40.12717347,40.12717347
24/7/2019,47100,47150,46250,46400,46400,8756522,005930.ks,40.00808253,40.05055396,39.28606831,39.41348258,39.41348258
25/7/2019,47150,47200,46600,47200,47200,8408838,005930.ks,39.93966056,39.98201439,39.47376844,39.98201439,39.98201439
26/7/2019,46650,47150,46550,47150,47150,7873886,005930.ks,39.42871778,39.85131925,39.34419748,39.85131925,39.85131925
29/7/2019,46800,47050,46000,46100,46100,6856846,005930.ks,39.5171094,39.72820507,38.84160326,38.92604152,38.92604152
30/7/2019,46300,46850,46300,46550,46550,5551014,005930.ks,39.20517745,39.6708977,39.20517745,39.41686848,39.41686848
31/7/2019,46200,46600,45000,45350,45350,12872916,005930.ks,39.08031102,39.41866869,38.065238,38.36130097,38.36130097
1/8/2019,44900,45500,44850,45200,45200,7811181,005930.ks,37.72313653,38.2272319,37.68112859,37.97518422,37.97518422
5/8/2019,44350,44600,43600,43950,43950,14214086,005930.ks,36.46912137,36.67469702,35.8523944,36.14020032,36.14020032
6/8/2019,42500,43800,42500,43500,43500,15083824,005930.ks,35.02840156,36.09985854,35.02840156,35.85259924,35.85259924
7/8/2019,43600,43900,43100,43200,43200,10002533,005930.ks,35.86640622,36.11319341,35.45509422,35.53735662,35.53735662
8/8/2019,43250,43500,42650,42650,42650,16926881,005930.ks,35.77531482,35.98210855,35.27900987,35.27900987,35.27900987
9/8/2019,43250,43350,43050,43150,43150,9685147,005930.ks,35.70975115,35.79231705,35.54461935,35.62718525,35.62718525
12/8/2019,44000,44000,43550,43700,43700,8466169,005930.ks,36.09512293,36.09512293,35.72596827,35.84901982,35.84901982
13/8/2019,43500,43500,42950,43000,43000,7276979,005930.ks,35.54886397,35.54886397,35.09939557,35.14025634,35.14025634
14/8/2019,43900,44250,43500,43700,43700,8750135,005930.ks,36.15408171,36.44232609,35.82465955,35.98937063,35.98937063
16/8/2019,43800,43900,43300,43900,43900,9528115,005930.ks,36.24150605,36.32424922,35.82779023,36.32424922,36.32424922
19/8/2019,44350,44350,43500,43600,43600,6014218,005930.ks,36.6617069,36.6617069,35.95905862,36.04172313,36.04172313
20/8/2019,43950,44600,43550,44450,44450,8434205,005930.ks,36.38791132,36.92607155,36.05673579,36.80188073,36.80188073
21/8/2019,44350,44800,44150,44500,44500,6571717,005930.ks,36.86675301,37.24082378,36.70049933,36.99144327,36.99144327
22/8/2019,44500,44700,43850,44050,44050,8061177,005930.ks,36.77831304,36.94360883,36.24110172,36.40639751,36.40639751
23/8/2019,43800,44200,43650,43950,43950,5017381,005930.ks,36.135596,36.46560144,36.01184396,36.25934804,36.25934804
26/8/2019,43050,43800,42950,43600,43600,7954949,005930.ks,35.4786999,36.09679572,35.39628713,35.93197017,35.93197017
27/8/2019,43650,44200,43600,44050,44050,16883932,005930.ks,35.99812838,36.45171305,35.95689341,36.32800814,36.32800814
28/8/2019,44100,44400,43750,44150,44150,5758333,005930.ks,36.32636179,36.5734799,36.03805733,36.36754814,36.36754814
29/8/2019,44200,44200,43050,43400,43400,10768862,005930.ks,36.52080208,36.52080208,35.57060022,35.85979209,35.85979209
30/8/2019,43750,44300,43750,44000,44000,9899073,005930.ks,36.21522491,36.67050202,36.21522491,36.42216905,36.42216905
2/9/2019,44850,44850,43650,43800,43800,7185537,005930.ks,37.00026326,37.00026326,36.01028966,36.13403636,36.13403636
4/9/2019,43250,44100,43150,44100,44100,12441837,005930.ks,35.88425103,36.58949065,35.80128167,36.58949065,36.58949065
5/9/2019,44800,46100,44450,45700,45700,18297430,005930.ks,37.41962384,38.50546114,37.12728303,38.17135735,38.17135735
6/9/2019,46500,46500,45850,46300,46300,9896562,005930.ks,39.00111811,39.00111811,38.45594119,38.83337136,38.83337136
9/9/2019,46450,47000,46300,46900,46900,9434157,005930.ks,38.94276172,39.40387085,38.81700469,39.32003283,39.32003283
11/9/2019,47300,47400,46800,47150,47150,16141619,005930.ks,39.65755063,39.74139324,39.23833763,39.53178673,39.53178673
16/9/2019,47000,47100,46400,47100,47100,15550926,005930.ks,39.69413458,39.77859019,39.18740095,39.77859019,39.77859019
17/9/2019,47000,47100,46800,46900,46900,7006280,005930.ks,39.50916784,39.5932299,39.34104372,39.42510578,39.42510578
18/9/2019,46900,47700,46800,47700,47700,10413027,005930.ks,39.38442662,40.0562292,39.30045129,40.0562292,40.0562292
19/9/2019,48050,49200,47850,49150,49150,16461413,005930.ks,40.23556717,41.19854121,40.06809343,41.15667277,41.15667277
20/9/2019,49400,49600,49100,49200,49200,15460210,005930.ks,41.55471157,41.72294927,41.30235502,41.38647387,41.38647387
23/9/2019,49250,49300,49000,49300,49300,7568553,005930.ks,41.13309435,41.17485383,40.92429691,41.17485383,41.17485383
24/9/2019,49050,49650,48850,49500,49500,7871955,005930.ks,41.08347289,41.58602302,40.91595618,41.46038549,41.46038549
25/9/2019,49200,49350,48800,48900,48900,9187141,005930.ks,40.9828958,41.10784366,40.64970153,40.7330001,40.7330001
26/9/2019,49000,49250,48900,49200,49200,8494756,005930.ks,40.7913784,40.99949768,40.70813069,40.95787383,40.95787383
27/9/2019,48000,48700,48000,48400,48400,8048041,005930.ks,40.05341677,40.63752909,40.05341677,40.38719524,40.38719524
30/9/2019,48050,49250,47900,49050,49050,9497119,005930.ks,40.09843811,41.09985592,39.97326088,40.93295295,40.93295295
1/10/2019,48900,49100,48650,48850,48850,6206035,005930.ks,40.66293798,40.82924857,40.45504975,40.62136033,40.62136033
2/10/2019,48350,48400,47600,47600,47600,8382463,005930.ks,40.07159384,40.11303292,39.45000759,39.45000759,39.45000759
7/10/2019,48350,48700,47650,47750,47750,7047273,005930.ks,40.41298282,40.70552768,39.8278931,39.91147734,39.91147734
8/10/2019,47900,49000,47600,48900,48900,14239367,005930.ks,39.97458239,40.89257906,39.72421966,40.80912482,40.80912482
10/10/2019,48200,49200,48000,48550,48550,18639855,005930.ks,40.40262336,41.24085206,40.23497762,40.6960034,40.6960034
11/10/2019,49000,49450,48800,49150,49150,7783275,005930.ks,41.34975279,41.72949542,41.18097829,41.47633367,41.47633367
14/10/2019,50000,50300,49850,50000,50000,11130635,005930.ks,42.1977568,42.45094334,42.07116353,42.1977568,42.1977568
15/10/2019,49900,50200,49900,50100,50100,6058105,005930.ks,42.07162718,42.32456281,42.07162718,42.24025094,42.24025094
16/10/2019,50700,50900,50400,50700,50700,9136282,005930.ks,42.65266957,42.82092468,42.40028691,42.65266957,42.65266957
17/10/2019,50500,50600,50100,50500,50500,6701380,005930.ks,42.83430521,42.91912562,42.49502358,42.83430521,42.83430521
18/10/2019,50300,50900,49650,49900,49900,8483106,005930.ks,42.64858901,43.1573197,42.09746411,42.30943523,42.30943523
21/10/2019,49900,50400,49800,50300,50300,4406531,005930.ks,42.59095979,43.01772291,42.50560716,42.93237029,42.93237029
22/10/2019,50800,51500,50700,51200,51200,10898729,005930.ks,43.29843854,43.89507057,43.21320539,43.63937113,43.63937113
23/10/2019,51300,51500,50800,51200,51200,8663880,005930.ks,43.77689209,43.94756224,43.35021673,43.69155702,43.69155702
24/10/2019,52500,52500,50500,50700,50700,21185785,005930.ks,44.75649836,44.75649836,43.0514889,43.22198984,43.22198984
25/10/2019,50800,51200,50500,50900,50900,7879897,005930.ks,43.24075195,43.58123031,42.98539318,43.32587154,43.32587154
28/10/2019,50700,51500,50700,51300,51300,6431522,005930.ks,43.33597255,44.01977488,43.33597255,43.8488243,43.8488243
29/10/2019,51400,51700,50800,51100,51100,7581629,005930.ks,44.00807186,44.26492831,43.49435896,43.75121541,43.75121541
30/10/2019,50700,50800,50200,50400,50400,8959435,005930.ks,43.40655715,43.49217166,42.97848459,43.14971362,43.14971362
31/10/2019,51000,51400,50300,50400,50400,10304777,005930.ks,43.6616086,44.00405259,43.06233162,43.14794262,43.14794262
