,0,0
118,"NEWS: Trump intensifies his global trade war, yen crosses on the slide May 31, 2019 at 12:38AM https://fonecable.com/2019/05/30/news-trump-intensifies-his-global-trade-war-yen-crosses-on-the-slide-may-31-2019-at-1238am/ …pic.twitter.com/nI84WUKyvq2019-05-30 23:44:13+00:000",2019-05-30
119,U.S.-China trade war of words heads for Fox cable TV face-off https://www.yahoo.com/finance/news/u-china-trade-war-words-100733381.html …pic.twitter.com/zprnLYCkBS2019-05-30 23:44:00+00:000,2019-05-30
120,The American taxpayer will foot the bill for Trump's Trade War. @realDonaldTrumphttps://twitter.com/realDonaldTrump/status/1134240653926232064 …2019-05-30 23:43:27+00:005,2019-05-30
121,#Trump says US will impose 5% #tariff on all #Mexicanimports from June 10 #USMCA #tradewar #tariffwar $spy $spx $dia $dji $djia $qqq $ixic $iwn $iwm $iwo #magahttps://www.cnbc.com/2019/05/31/trump-says-us-will-impose-5percent-tariff-on-all-mexican-imports-from-june-10.html?__source=iosappshare%7Ccom.apple.UIKit.activity.PostToTwitter …2019-05-30 23:43:25+00:000,2019-05-30
122,The Risk of Trump's Trade War Is More Than Just Higher Prices | Alasdair Macleod https://mises.org/wire/risk-trumps-trade-war-more-just-higher-prices#.XPBqiVs5-wg.twitter …2019-05-30 23:43:12+00:000,2019-05-30
123,"For clarification on my stances: I'm only for the trade war with China, theres no good reason to hit our allies and neighbors with tariffs2019-05-30 23:43:08+00:000",2019-05-30
124,$BARC $JPM Emerging-Market Scorecard Favors Growth Stars as Trade War Bites via http://www.hvper.com/?ref=s2019-05-30 23:43:00+00:000,2019-05-30
125,More taxes on the American people. You are losing the trade war in China and you are losing here. #DonTheCon #BankruptingAmerica #DeficitExplosion2019-05-30 23:42:35+00:000,2019-05-30
126,"Trump intensifies his global trade war, yen crosses on the slide https://cyprosoftware.net/trump-intensifies-his-global-trade-war-yen-crosses-on-the-slide/ …pic.twitter.com/6zKQyf4Ao92019-05-30 23:42:27+00:000",2019-05-30
127,"Of all the stupid ideas you've proposed, an you've said some pretty stupid stuff... This is right there with the trade war with China in abject silliness. https://twitter.com/realDonaldTrump/status/1134240653926232064 …2019-05-30 23:42:09+00:001",2019-05-30
128,New round of tariffs here you go south of the border #tradewar2019-05-30 23:41:57+00:000,2019-05-30
129,We need to win this trade war with China!! #China #trump2020https://twitter.com/sxdoc/status/1134136516521971712 …2019-05-30 23:41:57+00:000,2019-05-30
130,China dangles a potentially harmful new threat in trade war (from @AP)https://apnews.com/af8ed9e6b95f4d14b32e6e0135949159 …2019-05-30 23:41:33+00:000,2019-05-30
131,"Show me the open border policy, show me the third trimester policy, taxes sure, show me the anti senitism. 3 of the 4 policies you've just made up. Republicans are outlawing abortion in multiple states, massively increasing the deficit and losing an irrelevant trade war.2019-05-30 23:41:14+00:000",2019-05-30
132,So @ChuckGrassley likes socialist policies? If he were a capitalist he would pull himself and his farm up by his bootstraps and work his way through “his favorite president’s” trade war2019-05-30 23:40:53+00:000,2019-05-30
133,China moves to restrict US access to rare earth minerals as trade war intensifies http://a.msn.com/00/en-us/AAC9h2M?ocid=st …2019-05-30 23:40:45+00:000,2019-05-30
134,Crude melting in trade War - #CL1! charthttp://www.tradingview.com/chart/CL1%21/fdoAhiL4-Crude-melting-in-trade-War/ …2019-05-30 23:40:41+00:000,2019-05-30
135,Trump’s trade war is forcing American manufacturers to move production out of China — and into Mexico instead of the US https://www.rawstory.com/2019/05/trumps-trade-war-is-forcing-american-manufacturers-to-move-production-out-of-china-and-into-mexico-instead-of-the-us/#.XPBp7WuTBog.twitter …2019-05-30 23:40:33+00:000,2019-05-30
136,"Trump wrecks his own deal, starts yet another trade war. https://twitter.com/realDonaldTrump/status/1134240653926232064 …2019-05-30 23:40:10+00:000",2019-05-30
137,"You have learned nothing from your disastrous trade war with china, Canada and the EU. The trade deficit inches toward $1 trillion, and you don’t care! You don’t care that farmers are dying or losing everything they’ve worked their lives for! You are nothing, a complete failure2019-05-30 23:40:05+00:000",2019-05-30
138,"Trump intensifies his global trade war, yen crosses on the slide http://dlvr.it/R5kz722019-05-30 23:40:03+00:000",2019-05-30
139,#Trump’s #tradewar is forcing #American manufacturers to move production out of #China — and into #Mexico instead of the US https://www.rawstory.com/2019/05/trumps-trade-war-is-forcing-american-manufacturers-to-move-production-out-of-china-and-into-mexico-instead-of-the-us/#.XPBptAEKafI.twitter …2019-05-30 23:39:52+00:000,2019-05-30
140,Another trade war easy to win..... https://twitter.com/realDonaldTrump/status/1134240653926232064 …2019-05-30 23:39:36+00:000,2019-05-30
141,Another trade war easy to win.......2019-05-30 23:38:58+00:000,2019-05-30
142,"It is not Mexico's responsibility to stop migrants coming to our country. It's our border, it's our responsibility. So you wanna tax Americans by starting a trade war with one of our closest friends on the planet? What is wrong with you?2019-05-30 23:38:58+00:000",2019-05-30
